id,Speech to Text,Video Intelligence api,Company,Upload date,Before,After,Target
382T3d3NRJw,I take care of soldiers who come from less than ideal backgrounds it doesn't matter if the soldier needs help or the family needs help my job is to take that burden off of my soldiers shoulders so if the soldier is the breadwinner of the family and without him they won't be food on the table I make sure that there is food on the table or if the soldier is missing something maybe a space heater or fridge and the family can't afford to get it we will make sure she gets it we can do that because of the support of the friends of the IDF together we make sure that the soldiers in the families have what they need and that the soldiers and focus on their mission protecting the state of Israel,"['military', 'army', 'military person', 'military uniform', 'troop', 'soldier']",Friends of the Israel Defense Forces,14-03-19,26,26,0.0
3bPFHmNAl64,The World Isn't black and white there's no set path no way you have to be so why not do what you've been dreaming of when you're stalking someone else's story write your own when they want you to be quiet say it louder when you crave change in society make it happen don't listen to Self Doubt don't stop for people who don't understand your vision whether it's big or small just go full-steam ahead you got the power we've got the tools make the world you want and share it with everyone,[],godaddy,06-02-19,100,96,-0.040409538337876666
3PdmJTlClO4,"diaper duty it's not the highlight of fatherhood but I'd rather be here with my little man than anywhere with migraine I am here and I aim to say that more, vague a preventive treatment for migraine in adults reduces the number of monthly migraine days for some that number can be cut in half or more of the most common side effects are pain redness or swelling at the injection site and constipation aim to be there more talk to your doctor about a music","['infant', 'television advertisement']",aimovig,02-04-19,14,55,1.3173014896329391
3PTstAK-cH8,,"['graphic design', 'illustration', 'games', 'animal', 'cat']",cryptokitties,28-03-19,0,2,1.0986122886681098
3TjK2bn4wUA,,"['sauces', 'pasta', 'cuisine', 'dish', 'food', 'recipe', 'cooking', 'cheese']",instacart,08-04-19,87,82,-0.058496206681608494
3YIpF1hlwm8,your writing matters whether it's your final essay of the semester a resume for your dream job or an email that they close a crucial sale your success depends on the quality of your writing you're going to want more than a simple spell check luckily you've got grammarly on your side with just a few clicks you can streamline wordy sentences replaceable and a bulary analyze your tone with your goal with grammar late you can feel confident no matter what your writing or where you're writing it find a browser extension to improve your everyday writing anywhere on the web including Gmail online documents or social media sites for longer important documents Legacy online editor and when you're writing on your phone the grammarly keyboard make sure that what you type is actually what you meant,"['presentation', 'business', 'lecture']",grammarly,11-02-19,85,83,-0.02353049741019416
42EQE386yU0,what goes with a dollar soft drink from McDonalds $1 any size soft drink,"['soft drink', 'coca cola', 'food', 'drink']",mcdonalds,04-04-19,64,60,-0.06351340572232586
4Cx7zzjvvDI,when trying to drive more business through your e-commerce website and grow your online present are you sometimes left scratching your head whether you already have a website or are just getting started to 16 digital can help we can build a website from the ground up or update an existing site to create a custom online experience our experts develop on all the best Ecommerce platforms so we can find one that's a perfect fit if you need better hosting will handle that too but a great website and a comprehensive digital marketing strategy you can achieve increased lead generation higher Revenue and better placement in key Google searches 216 digital is a Google partner with a 5-star rating after helping people and their businesses for over 20 years we are confident we can meet all your digital,"['communication', 'graphic design', 'conversation', 'illustration']",216digital,04-04-19,37,34,-0.08223809823697212
4JE9NrpCbrM,,"['games', 'gameplay', 'pc game']",Game of thrones games,15-11-18,13,16,0.1941560144409574
4rS2nHAPcck,what kind of world do you want to live in by want to bring families closer together I want to bring Pride back to our communities I want people to wear what they want I want us to be free to talk about mental health I will Humanity to reconnect with nature make the world you want you got the power we've got the tools,['song'],godaddy,13-02-19,96,98,0.020408871631207033
4VooPdEWXls,hailey hailey hailey don't miss Kaley Cuoco with a great travel and watch it now,"['car', 'vehicle', 'television advertisement']",shell,09-04-19,43,37,-0.1466034741918754
50c4Kym1iAc,love you have a great day John Smith was trapped underwater for 45 minutes Story of Survival just came back to life Against All Odds we have a long road ahead I will never give up on me,"['drama', 'episode', 'television advertisement', 'trailer', 'film', 'television program']",breakthroughtickets,15-04-19,26,100,1.3192836508369303
51Uv8pkijC8,Shake it up make it up pipe it up,['food'],hormel,06-03-19,6,9,0.3566749439387324
59MX_qa_Lks,,"['graphic design', 'brand', 'text', 'graphics', 'font', 'logo']",gotomeeting,19-02-19,85,79,-0.07232066157962613
5AAHGHEvlHI,an absolutely remarkable thing it's not scary it's anything,"['mobile device', 'electronic device', 'gadget', 'mobile phone', 'portable communications device', 'smartphone', 'telephone', 'apple', 'consumer electronics', 'ios', 'communication device', 'iphone']",apple,21-03-19,50,59,0.16251892949777494
5AI4Qoqg6VA,introducing your Passport to Adventure the all new passport Elite from Honda,"['motor vehicle', 'land vehicle', 'sport utility vehicle', 'car', 'vehicle', 'transport']",honda passport,02-04-19,49,47,-0.040821994520255166
5eqLeTTz0M8,,"['food', 'drink', 'alcoholic beverage']",old line spirits,31-03-19,55,37,-0.38776553100876343
5F-dug-r8tg,step up your golf game at America's number one golf retail dick sells more gear from Callaway and tailor-made than anyone including all the latest drivers weave and so can you stop by our office on events happening now,[],credibly,02-04-19,78,26,-1.0736109864626924
5kTJ8oHrePE,Mentos pure fresh gum with a burst of freshness to help you small talk a cough that would involve myself put up a shelf once,['television advertisement'],Mentos,27-02-19,38,41,0.07410797215372183
5PqC7mac9hI,winter nasal congestion is it a cold sinus pressure allergies for all of them there's Allegra-D a maximum strength decongestant plus a powerful non-drowsy antihistamine for 24-Hour relief this winter the answer is Allegra-D,[],allegra,02-11-18,26,41,0.44183275227903923
5_G1s2kz3t8,this is Jerry this is control tower in the Wells Fargo mobile app it shows Jerry his recurring payments including a few streaming services he forgot about it's time to clean house Jerry good move this is Wells Fargo,"['mobile device', 'gadget', 'mobile phone', 'television advertisement', 'smartphone']",Wells Fargo,28-02-19,71,72,0.01379332213233577
6-1bEG_CMkQ,,"['operating system', 'brand', 'presentation', 'computer program', 'tutorial', 'document', 'google', 'website', 'web page', 'software', 'text', 'font', 'logo']",chrome tip,04-01-19,76,74,-0.026317308317373417
62iCUF6naBY,,"['games', 'gameplay', 'video game', 'pc game']",leagueoflegends,30-10-18,98,96,-0.020408871631207123
68auYg0cxuk,Kikkoman if you ride you get it Geico motorcycle,"['road', 'vehicle', 'laborer', 'construction worker']",geico,02-04-19,87,89,0.022472855852058576
69SEIKmndSY,I can't believe in that we just hit the motherload of soft serve ice cream now I can't believe how easy it was to save hundreds of dollars on my car insurance with Geico Geico believe it,"['military', 'army', 'troop', 'soldier', 'war']",geico,20-02-19,87,94,0.0765400771223344
6e2mgO6gdLM,,"['food', 'recipe', 'cook', 'cooking']",National Pork board,28-12-17,28,42,0.39390428570708846
6fODivulMow,never pay full price for gas again even if I always try to skip ads like this yep even though,"['online advertising', 'brand', 'presentation', 'advertising', 'television advertisement', 'text', 'font', 'logo']",shell rewards,19-03-19,84,51,-0.491407537908889
6FTr7uLBnlY,,"['motor vehicle', 'car', 'vehicle']",mazda,08-04-19,89,92,0.03278982282299097
6ILOILR-bKI,10 years ago Brian Ortega was given the choice to continue fighting for its life in the streets of LA or bring his fighting Spirit into ostegoth fighting for gold and its Community boadella the official beer of UFC,['alcoholic beverage'],casa modelo,14-04-19,10,53,1.5910887737659039
6w0rE87VpAk,get ready for summer enjoy the new collection available now in Orland Tennessee storms,"['television advertisement', 'song']",botox chronic migraine,05-04-19,0,19,2.995732273553991
6W9A5N8e2xo,BoBoiBoy BoBoiBoy Rewards reimagined,[],marriott,28-03-19,86,86,0.0
6WDZyidaCKE,with all that USA offers wife go with anybody else we know their rates are good and you know that they're always going to take care of us when we start saving on insurance today,['television advertisement'],usaa,31-03-19,93,95,0.021053409197832263
6XAcwQ2fUUk,who was first six function multipro tailgate available only on the Next Generation GMC Sierra,"['motor vehicle', 'land vehicle', 'tire', 'pickup truck', 'automotive tire', 'car', 'gmc', 'truck', 'automotive exterior', 'automotive wheel system', 'vehicle', 'transport']",gmc,10-04-19,92,91,-0.010810916104215617
766N9lc6Aq4,,"['motor vehicle', 'land vehicle', 'song', 'automotive exterior', 'car', 'vehicle']",cadillac,08-04-19,88,88,0.0
77Nt7A15buo,okay people it's the final day so Ford truck month it's time to join the Stampede get 0% for 72 months for up to 10400 total savings on select Ford F-150s,"['motor vehicle', 'land vehicle', 'car dealership', 'tire', 'automotive tire', 'pickup truck', 'car', 'truck', 'ford super duty', 'automotive exterior', 'ford', 'vehicle', 'transport']",ford truck,12-04-19,91,90,-0.010929070532190317
797-nxFIgrY,,['mobile device'],apple,15-04-19,47,46,-0.02105340919783238
7E4Bhnj3Ajc,most of us want to make some type of difference in the lives of others St Jude does miraculous work the fact that no one has to pay it's a place where everyone is treated as an equal everybody is welcome here and it doesn't matter if you know your religion or you know what part of the world you're from that just sort of all that is taken away it just gives you some hope it's just a nice feeling to put your energy into something that really does genuinely make a difference in a child's life if we have the ability to help then we have a responsibility to help,['infant'],st jude,26-03-19,34,34,0.0
7foQw_H9jUU,bladder punch me to cook a meal for my toughest critic and see if it would stay fresh for 24 hours wrapped in press and seal my toughest critic is my mom when she doesn't meet my standards I think it's important to give my opinion and I give my opinion I made a delicata squash filled with farro stuffing I don't know but there is about how she'll react the food tasted delicious tasted like it been made today,['food'],glad press,23-01-19,10,20,0.6466271649250525
7G4Z4QHSybU,John Saul Perez 75 countries may want to learn more about the world I want to know about people how to delete you how did they grow up Medusa costume images and then second languages Google Translate I am a vegetarian Venturian okay,['film'],Google Translate,26-03-19,92,98,0.06252035698133393
7JHZp1XriIw,,"['mobile device', 'netbook', 'electronic device', 'tablet computer', 'gadget', 'personal computer', 'laptop', 'consumer electronics']",apple,15-04-19,47,46,-0.02105340919783238
7P668L9eR8Y,Mercedes-Benz of Sugar Land is more than just a dealership it's a lifestyle through our exclusive VIP program first class access our clients going to unlock privileges offered by our partners throughout the Greater Houston Community today we're meeting some of our first class access Partners Fort Bend Children's Discovery Center Muscle Maker Grill Sugar Land and momentum Katy at the racetrack to ride along with me I'm professional race car driver corianders and this is hot lapshi my name is Paul Switzer and I'm the owner of Muscle Maker Grill in Sugarland the fast-casual concept that does healthy meals and meal plans and we're happy to be partners with Mercedes-Benz of Sugarland you can try turkey chili bowls wraps salads flatbreads we even have protein shakes in,"['motor vehicle', 'land vehicle', 'driving', 'road', 'family car', 'mid size car', 'car', 'luxury vehicle', 'vehicle']",mbsugarland,26-03-19,70,82,0.1561607307552825
7pHf3Rslefk,what's scarier than mosquitoes the deadly diseases they carry,"['pet', 'dog', 'animal']",K9 advantics,20-03-19,0,0,0.0
7Q5nmkNxdQo,get smooth with new creamy Snickers,"['motor vehicle', 'car', 'vehicle']",snickers tumblr,11-03-19,32,44,0.31015492830383945
7qR6iQVNm1M,let's do the work,['vehicle'],cat,24-01-19,37,44,0.1690763300439339
7RXxaf_QTno,this kid's got hot but he has a long way to go the road to the show create a custom play on rise to the MLB Rex Christian song,"['sports', 'games', 'video game console', 'playstation 4', 'team sport', 'video game', 'ball game', 'sport venue', 'playstation']",sony playstation,19-03-19,39,44,0.11778303565638346
7U3Oa9PjYVo,,[],lg g8,04-04-19,63,100,0.4562374334815876
8-6HNSWzXQo,Ketel One Botanical vodka distilled with real Botanicals for fresh taste and the most delicious part no artificial flavors sweeteners or sugar Ketel One Botanical real Botanicals fresh taste,"['alcoholic beverage', 'drink']",ketel one,21-02-19,40,42,0.047628048989254664
83cMoUddrrU,,"['tree', 'vegetation', 'wilderness', 'nature']",teamworldvision,15-03-19,66,70,0.057987257650349316
84MgidMqLs8,what goes with a $2 McCafe from McDonald's $2 small McCafe included,"['food', 'drink']",mcdonalds,04-04-19,64,60,-0.06351340572232586
89q0pteyNd0,Thursday to Saturday don't listen JCPenney sweet sale. And unwrap your JCPenney chocolate bar to reveal an extra 3044 store only sweet and savings what's not to love your JCPenney,[],J. C. Penney,16-04-19,32,35,0.08701137698962969
8bX3_Ngm_P8,Wendy's biggie bag everything you ever wanted for just five bucks everything I ever wanted a bacon double stack with a quarter pounder fresh beef nuggets fries and a drink for just five bucks Wendy's biggie bag is everything you ever want,"['sandwich', 'cheeseburger', 'french fries', 'fast food', 'television advertisement', ""mcdonald's"", 'food', 'burger king', 'hamburger', 'junk food']",Wendys,14-04-19,71,74,0.0408219945202552
8eazvKpPsMo,there's so much more to choosing kitchen pots and pans than which brand You by which types you need or even how expensive they are so why are you focusing on the pots and pans when grief cooking is really about learning to control the heat no matter what kind of pans you have and this confusion is why I created a free web class that will explain why chefs can make great meals in any pants to click on this video and hold your spot in my next class I am Chef Todd Mohr and having the best pots and pans doesn't make you a great cook anymore than having the best oven makes you a great baker hacking culinary school where we don't even have a class on what pots and pans to buy what we focus on is the effects of heat on food the recognizable changes that you can see and measure as the food is cooking and her floor temperature Road markers in all of cooking but how are you,"['chef', 'professional', 'food', 'cooking', 'cook']",events genndi,18-01-19,0,0,0.0
8eLKvBjAKq0,my experience with USAA is awesome homeowners insurance life insurance automobile insurance you pass that on to my kids something that makes me happy get your USAA auto insurance quote today,['food'],usaa,31-03-19,93,95,0.021053409197832263
8hoec0Kfv7w,,"['mobile device', 'gadget', 'mobile phone', 'smartphone', 'telephone', 'consumer electronics', 'communication device']",apple,28-03-19,59,49,-0.1823215567939546
8uHsUzlP9ws,where does your almond milk come from only restarts here that were on and she's in her blue diamond Orchard in California by parents job is to look after them is it's my job to test the product songs make the best almond milk Blue Diamond Almond Breeze,"['tree', 'food', 'people']",Mitsubishi Outlander,18-03-19,100,99,-0.009950330853168092
8uOffA_-xCk,I was tired of having my calls dropped and then I heard that I can get apple music if I switched over and I said even better with apple music on us plus a big when you switch only on Verizon,[],verizonwireless,04-04-19,62,70,0.11954515064978273
90aoDyHWkEI,hey how's it going haven't heard about this game called League of Legends while you're hearing about a check out to a team of five against five other players and destroys the Nexus Legends has many champions of choose from at each Place Pacific rule for the team so if you got a friend that's really into soups fast-paced gameplay sprinkled with a little position and technicality maybe as we will be an awesome Champion tryout got a friend. What about friend who just likes to victory during their chances for those types of players as well is there a different players out there,"['animation', 'fictional character', 'illustration']",leagueoflegends,19-09-18,69,73,0.055569851154810786
9ciTBHZAOkg,JD Power Rangers number one in customer satisfaction and TripAdvisor named us the best airline in the us because we do everything differently for one purpose you,['television advertisement'],southwest,08-04-19,68,64,-0.05971923470162231
9G4AFYTKCWE,,"['coffee', 'mug', 'coffee cup', 'small appliance']",ember,01-04-19,12,11,-0.08004270767353637
9GzPlzEPyuo,,['song'],redfin,18-10-18,64,62,-0.031252543504104426
9O--FnOA8i0,you could have just camped out on the couch but instead you're camped out here getting out of your comfort zone it's better in the all-new Santa Fe right eye is the long-term quality and part of the Hyundai SUV family,"['motor vehicle', 'land vehicle', 'sport utility vehicle', 'mid size car', 'car', 'vehicle']",hyundai,02-04-19,94,89,-0.05406722127027582
9oJ_9FugLcY,Right Guard guard your fan.,"['brand', 'graphic design', 'logo']",rightguard,21-02-19,54,44,-0.2006706954621511
9PPbMHw77Lk,,"['shoe', 'performing arts', 'footwear', 'performance', 'dance']",skechers,01-04-19,53,71,0.28768207245178085
9VMF4uHRlb4,,"['text', 'brand', 'font', 'logo']",bilh,01-04-19,0,18,2.9444389791664403
9xps7ngE5jM,you can now boldly go where no one has gone before they all do Star Trek virtual reality game is beaming into Dave and Busters and the Enterprise need protection you can buckle up put on your headset and set phasers to fun only at Dave & Buster's,[],grammarly,21-03-19,81,79,-0.02469261259037152
A1tQ_zN1Djo,,"['mobile device', 'electronic device', 'gadget', 'mobile phone', 'smartphone', 'telephone', 'consumer electronics', 'portable communications device', 'communication device', 'iphone']",apple,14-04-19,47,46,-0.02105340919783238
A1Yw0ZFnYXc,,"['motor vehicle', 'land vehicle', 'family car', 'car', 'vehicle']",uber,07-02-19,82,83,0.01197619104671562
a6leKHpFgTo,,[],calvinklein,22-03-19,57,83,0.37037378829689427
a9YsQLHGqdE,opal colors light up the action with Skechers lighted Footwear,"['light', 'neon', 'neon sign']",skechers,01-04-19,53,71,0.28768207245178085
Abnyk2-eqPY,when did ancestry I put in the names of my grandparents first gave me a lethal most right away within a few days I went from knowing almost nothing to holy crow I'm related to George Washington I didn't know that using ancestry would be so easy,['furniture'],ancestry,30-12-18,77,57,-0.2962658161431724
Aeqs9OGUif0,discover new deodorant wipes to use anytime anywhere from your morning commute to your midday cardio with 24-hour odor protection stay fresh on the go with new deodorant wipes,['television advertisement'],walmart,07-04-19,40,42,0.047628048989254664
AhMCXWjYifA,you realize your Bowser Whitesnake song If you ride,"['floristry', 'nature', 'road', 'groom', 'wedding', 'dress', 'marriage', 'flower', 'flower bouquet', 'ceremony', 'bride']",geico,28-01-19,94,93,-0.010582109330536972
ak9lZHJIsFs,this is the place where we come to shine this is the place where we share the spotlight this is a place where we reconnect with ourselves this is where the magic happens where you find what you've been looking for where you turn I can't into I dare you to stop the way you give your calories One Last Dance take the first step find a class assembly. Com,"['dance', 'performing arts', 'song']",zumba,16-04-19,63,60,-0.048009219186360606
AkACB6eYjpM,if you're serious about becoming the best basketball player you can possibly be the number one most important thing to do is to match your drills and your workouts to your individual playing style here's what I mean by that is you probably noticed every good player has a slightly different playing style some guys like to break players down off the dribble and attack the rim some players like to knock down long-range jumpers from outside some players like a great place for their teammates and some players like the score in the mid-range with pull-up jumpers and separation moves now if you're a smart basketball player you probably already guessed that this means every type of player needs different drills and workouts to improve his game so for example a long-range shooter like Bradley Beal uses very different workouts from slasher like Kelly oubre Jr a quick Shifty playmaker like Langston Galloway will use very different workouts from an outside score like Jordan Clarkson and most importantly if you,"['sports', 'team sport', 'ball game', 'basketball', 'sport venue']",eliteguardtraining,25-09-18,11,10,-0.08701137698962981
